iteration,residual
980,-nan(ind)
981,-nan(ind)
982,-nan(ind)
983,-nan(ind)
984,-nan(ind)
985,-nan(ind)
986,-nan(ind)
987,-nan(ind)
988,-nan(ind)
989,-nan(ind)
990,-nan(ind)
991,-nan(ind)
992,-nan(ind)
993,-nan(ind)
994,-nan(ind)
995,-nan(ind)
996,-nan(ind)
997,-nan(ind)
998,-nan(ind)
999,-nan(ind)
1000,-nan(ind)
1001,-nan(ind)
1002,-nan(ind)
1003,-nan(ind)
1004,-nan(ind)
1005,-nan(ind)
1006,-nan(ind)
1007,-nan(ind)
1008,-nan(ind)
1009,-nan(ind)
1010,-nan(ind)
1011,-nan(ind)
1012,-nan(ind)
1013,-nan(ind)
1014,-nan(ind)
1015,-nan(ind)
1016,-nan(ind)
1017,-nan(ind)
1018,-nan(ind)
1019,-nan(ind)
1020,-nan(ind)
1021,-nan(ind)
1022,-nan(ind)
1023,-nan(ind)
1024,-nan(ind)
1025,-nan(ind)
1026,-nan(ind)
1027,-nan(ind)
1028,-nan(ind)
1029,-nan(ind)
1030,-nan(ind)
1031,-nan(ind)
1032,-nan(ind)
1033,-nan(ind)
1034,-nan(ind)
1035,-nan(ind)
1036,-nan(ind)
1037,-nan(ind)
1038,-nan(ind)
1039,-nan(ind)
1040,-nan(ind)
1041,-nan(ind)
1042,-nan(ind)
1043,-nan(ind)
1044,-nan(ind)
1045,-nan(ind)
1046,-nan(ind)
1047,-nan(ind)
1048,-nan(ind)
1049,-nan(ind)
1050,-nan(ind)
1051,-nan(ind)
1052,-nan(ind)
1053,-nan(ind)
1054,-nan(ind)
1055,-nan(ind)
1056,-nan(ind)
1057,-nan(ind)
1058,-nan(ind)
1059,-nan(ind)
1060,-nan(ind)
1061,-nan(ind)
1062,-nan(ind)
1063,-nan(ind)
1064,-nan(ind)
1065,-nan(ind)
1066,-nan(ind)
1067,-nan(ind)
1068,-nan(ind)
1069,-nan(ind)
1070,-nan(ind)
1071,-nan(ind)
1072,-nan(ind)
1073,-nan(ind)
1074,-nan(ind)
1075,-nan(ind)
1076,-nan(ind)
1077,-nan(ind)
1078,-nan(ind)
1079,-nan(ind)
1080,-nan(ind)
1081,-nan(ind)
1082,-nan(ind)
1083,-nan(ind)
1084,-nan(ind)
1085,-nan(ind)
1086,-nan(ind)
1087,-nan(ind)
1088,-nan(ind)
1089,-nan(ind)
1090,-nan(ind)
1091,-nan(ind)
1092,-nan(ind)
1093,-nan(ind)
1094,-nan(ind)
1095,-nan(ind)
1096,-nan(ind)
1097,-nan(ind)
1098,-nan(ind)
1099,-nan(ind)
1100,-nan(ind)
1101,-nan(ind)
1102,-nan(ind)
1103,-nan(ind)
1104,-nan(ind)
1105,-nan(ind)
1106,-nan(ind)
1107,-nan(ind)
1108,-nan(ind)
1109,-nan(ind)
1110,-nan(ind)
1111,-nan(ind)
1112,-nan(ind)
1113,-nan(ind)
1114,-nan(ind)
1115,-nan(ind)
1116,-nan(ind)
1117,-nan(ind)
1118,-nan(ind)
1119,-nan(ind)
1120,-nan(ind)
1121,-nan(ind)
1122,-nan(ind)
1123,-nan(ind)
1124,-nan(ind)
1125,-nan(ind)
1126,-nan(ind)
1127,-nan(ind)
1128,-nan(ind)
1129,-nan(ind)
1130,-nan(ind)
1131,-nan(ind)
1132,-nan(ind)
1133,-nan(ind)
1134,-nan(ind)
1135,-nan(ind)
1136,-nan(ind)
1137,-nan(ind)
1138,-nan(ind)
1139,-nan(ind)
1140,-nan(ind)
1141,-nan(ind)
1142,-nan(ind)
1143,-nan(ind)
1144,-nan(ind)
1145,-nan(ind)
1146,-nan(ind)
1147,-nan(ind)
1148,-nan(ind)
1149,-nan(ind)
1150,-nan(ind)
1151,-nan(ind)
1152,-nan(ind)
1153,-nan(ind)
1154,-nan(ind)
1155,-nan(ind)
1156,-nan(ind)
1157,-nan(ind)
1158,-nan(ind)
1159,-nan(ind)
1160,-nan(ind)
1161,-nan(ind)
1162,-nan(ind)
1163,-nan(ind)
1164,-nan(ind)
1165,-nan(ind)
1166,-nan(ind)
1167,-nan(ind)
1168,-nan(ind)
1169,-nan(ind)
1170,-nan(ind)
1171,-nan(ind)
1172,-nan(ind)
1173,-nan(ind)
1174,-nan(ind)
1175,-nan(ind)
1176,-nan(ind)
1177,-nan(ind)
1178,-nan(ind)
1179,-nan(ind)
1180,-nan(ind)
1181,-nan(ind)
1182,-nan(ind)
1183,-nan(ind)
1184,-nan(ind)
1185,-nan(ind)
1186,-nan(ind)
1187,-nan(ind)
1188,-nan(ind)
1189,-nan(ind)
1190,-nan(ind)
1191,-nan(ind)
1192,-nan(ind)
1193,-nan(ind)
1194,-nan(ind)
1195,-nan(ind)
1196,-nan(ind)
1197,-nan(ind)
1198,-nan(ind)
1199,-nan(ind)
1200,-nan(ind)
1201,-nan(ind)
1202,-nan(ind)
1203,-nan(ind)
1204,-nan(ind)
1205,-nan(ind)
1206,-nan(ind)
1207,-nan(ind)
1208,-nan(ind)
1209,-nan(ind)
1210,-nan(ind)
1211,-nan(ind)
1212,-nan(ind)
1213,-nan(ind)
1214,-nan(ind)
1215,-nan(ind)
1216,-nan(ind)
1217,-nan(ind)
1218,-nan(ind)
1219,-nan(ind)
1220,-nan(ind)
1221,-nan(ind)
1222,-nan(ind)
1223,-nan(ind)
1224,-nan(ind)
1225,-nan(ind)
1226,-nan(ind)
1227,-nan(ind)
1228,-nan(ind)
1229,-nan(ind)
1230,-nan(ind)
1231,-nan(ind)
1232,-nan(ind)
1233,-nan(ind)
1234,-nan(ind)
1235,-nan(ind)
1236,-nan(ind)
1237,-nan(ind)
1238,-nan(ind)
1239,-nan(ind)
1240,-nan(ind)
1241,-nan(ind)
1242,-nan(ind)
1243,-nan(ind)
1244,-nan(ind)
1245,-nan(ind)
1246,-nan(ind)
1247,-nan(ind)
1248,-nan(ind)
1249,-nan(ind)
1250,-nan(ind)
1251,-nan(ind)
1252,-nan(ind)
1253,-nan(ind)
1254,-nan(ind)
1255,-nan(ind)
1256,-nan(ind)
1257,-nan(ind)
1258,-nan(ind)
1259,-nan(ind)
1260,-nan(ind)
1261,-nan(ind)
1262,-nan(ind)
1263,-nan(ind)
1264,-nan(ind)
1265,-nan(ind)
1266,-nan(ind)
1267,-nan(ind)
1268,-nan(ind)
1269,-nan(ind)
1270,-nan(ind)
1271,-nan(ind)
1272,-nan(ind)
1273,-nan(ind)
1274,-nan(ind)
1275,-nan(ind)
1276,-nan(ind)
1277,-nan(ind)
1278,-nan(ind)
1279,-nan(ind)
1280,-nan(ind)
1281,-nan(ind)
1282,-nan(ind)
1283,-nan(ind)
1284,-nan(ind)
1285,-nan(ind)
1286,-nan(ind)
1287,-nan(ind)
1288,-nan(ind)
1289,-nan(ind)
1290,-nan(ind)
1291,-nan(ind)
1292,-nan(ind)
1293,-nan(ind)
1294,-nan(ind)
1295,-nan(ind)
1296,-nan(ind)
1297,-nan(ind)
1298,-nan(ind)
1299,-nan(ind)
1300,-nan(ind)
1301,-nan(ind)
1302,-nan(ind)
1303,-nan(ind)
1304,-nan(ind)
1305,-nan(ind)
1306,-nan(ind)
1307,-nan(ind)
1308,-nan(ind)
1309,-nan(ind)
1310,-nan(ind)
1311,-nan(ind)
1312,-nan(ind)
1313,-nan(ind)
1314,-nan(ind)
1315,-nan(ind)
1316,-nan(ind)
1317,-nan(ind)
1318,-nan(ind)
1319,-nan(ind)
1320,-nan(ind)
1321,-nan(ind)
1322,-nan(ind)
1323,-nan(ind)
1324,-nan(ind)
1325,-nan(ind)
1326,-nan(ind)
1327,-nan(ind)
1328,-nan(ind)
1329,-nan(ind)
1330,-nan(ind)
1331,-nan(ind)
1332,-nan(ind)
1333,-nan(ind)
1334,-nan(ind)
1335,-nan(ind)
1336,-nan(ind)
1337,-nan(ind)
1338,-nan(ind)
1339,-nan(ind)
1340,-nan(ind)
1341,-nan(ind)
1342,-nan(ind)
1343,-nan(ind)
1344,-nan(ind)
1345,-nan(ind)
1346,-nan(ind)
1347,-nan(ind)
1348,-nan(ind)
1349,-nan(ind)
1350,-nan(ind)
1351,-nan(ind)
1352,-nan(ind)
1353,-nan(ind)
1354,-nan(ind)
1355,-nan(ind)
1356,-nan(ind)
1357,-nan(ind)
1358,-nan(ind)
1359,-nan(ind)
1360,-nan(ind)
1361,-nan(ind)
1362,-nan(ind)
1363,-nan(ind)
1364,-nan(ind)
1365,-nan(ind)
1366,-nan(ind)
1367,-nan(ind)
1368,-nan(ind)
1369,-nan(ind)
1370,-nan(ind)
1371,-nan(ind)
1372,-nan(ind)
1373,-nan(ind)
1374,-nan(ind)
1375,-nan(ind)
1376,-nan(ind)
1377,-nan(ind)
1378,-nan(ind)
1379,-nan(ind)
1380,-nan(ind)
1381,-nan(ind)
1382,-nan(ind)
1383,-nan(ind)
1384,-nan(ind)
1385,-nan(ind)
1386,-nan(ind)
1387,-nan(ind)
1388,-nan(ind)
1389,-nan(ind)
1390,-nan(ind)
1391,-nan(ind)
1392,-nan(ind)
1393,-nan(ind)
1394,-nan(ind)
1395,-nan(ind)
1396,-nan(ind)
1397,-nan(ind)
1398,-nan(ind)
1399,-nan(ind)
1400,-nan(ind)
1401,-nan(ind)
1402,-nan(ind)
1403,-nan(ind)
1404,-nan(ind)
1405,-nan(ind)
1406,-nan(ind)
1407,-nan(ind)
1408,-nan(ind)
1409,-nan(ind)
1410,-nan(ind)
1411,-nan(ind)
1412,-nan(ind)
1413,-nan(ind)
1414,-nan(ind)
1415,-nan(ind)
1416,-nan(ind)
1417,-nan(ind)
1418,-nan(ind)
1419,-nan(ind)
1420,-nan(ind)
1421,-nan(ind)
1422,-nan(ind)
1423,-nan(ind)
1424,-nan(ind)
1425,-nan(ind)
1426,-nan(ind)
1427,-nan(ind)
1428,-nan(ind)
1429,-nan(ind)
1430,-nan(ind)
1431,-nan(ind)
1432,-nan(ind)
1433,-nan(ind)
1434,-nan(ind)
1435,-nan(ind)
1436,-nan(ind)
1437,-nan(ind)
1438,-nan(ind)
1439,-nan(ind)
1440,-nan(ind)
1441,-nan(ind)
1442,-nan(ind)
1443,-nan(ind)
1444,-nan(ind)
1445,-nan(ind)
1446,-nan(ind)
1447,-nan(ind)
1448,-nan(ind)
1449,-nan(ind)
1450,-nan(ind)
1451,-nan(ind)
1452,-nan(ind)
1453,-nan(ind)
1454,-nan(ind)
1455,-nan(ind)
1456,-nan(ind)
1457,-nan(ind)
1458,-nan(ind)
1459,-nan(ind)
1460,-nan(ind)
1461,-nan(ind)
1462,-nan(ind)
1463,-nan(ind)
1464,-nan(ind)
1465,-nan(ind)
1466,-nan(ind)
1467,-nan(ind)
1468,-nan(ind)
1469,-nan(ind)
1470,-nan(ind)
1471,-nan(ind)
1472,-nan(ind)
1473,-nan(ind)
1474,-nan(ind)
1475,-nan(ind)
1476,-nan(ind)
1477,-nan(ind)
1478,-nan(ind)
1479,-nan(ind)
1480,-nan(ind)
1481,-nan(ind)
1482,-nan(ind)
1483,-nan(ind)
1484,-nan(ind)
1485,-nan(ind)
1486,-nan(ind)
1487,-nan(ind)
1488,-nan(ind)
1489,-nan(ind)
1490,-nan(ind)
1491,-nan(ind)
1492,-nan(ind)
1493,-nan(ind)
1494,-nan(ind)
1495,-nan(ind)
1496,-nan(ind)
1497,-nan(ind)
1498,-nan(ind)
1499,-nan(ind)
1500,-nan(ind)
1501,-nan(ind)
1502,-nan(ind)
1503,-nan(ind)
1504,-nan(ind)
1505,-nan(ind)
1506,-nan(ind)
1507,-nan(ind)
1508,-nan(ind)
1509,-nan(ind)
1510,-nan(ind)
1511,-nan(ind)
1512,-nan(ind)
1513,-nan(ind)
1514,-nan(ind)
1515,-nan(ind)
1516,-nan(ind)
1517,-nan(ind)
1518,-nan(ind)
1519,-nan(ind)
1520,-nan(ind)
1521,-nan(ind)
1522,-nan(ind)
1523,-nan(ind)
1524,-nan(ind)
1525,-nan(ind)
1526,-nan(ind)
1527,-nan(ind)
1528,-nan(ind)
1529,-nan(ind)
1530,-nan(ind)
1531,-nan(ind)
1532,-nan(ind)
1533,-nan(ind)
1534,-nan(ind)
1535,-nan(ind)
1536,-nan(ind)
1537,-nan(ind)
1538,-nan(ind)
1539,-nan(ind)
1540,-nan(ind)
1541,-nan(ind)
1542,-nan(ind)
1543,-nan(ind)
1544,-nan(ind)
1545,-nan(ind)
1546,-nan(ind)
1547,-nan(ind)
1548,-nan(ind)
1549,-nan(ind)
1550,-nan(ind)
1551,-nan(ind)
1552,-nan(ind)
1553,-nan(ind)
1554,-nan(ind)
1555,-nan(ind)
1556,-nan(ind)
1557,-nan(ind)
1558,-nan(ind)
1559,-nan(ind)
1560,-nan(ind)
1561,-nan(ind)
1562,-nan(ind)
1563,-nan(ind)
1564,-nan(ind)
1565,-nan(ind)
1566,-nan(ind)
1567,-nan(ind)
1568,-nan(ind)
1569,-nan(ind)
1570,-nan(ind)
1571,-nan(ind)
1572,-nan(ind)
1573,-nan(ind)
1574,-nan(ind)
1575,-nan(ind)
1576,-nan(ind)
1577,-nan(ind)
1578,-nan(ind)
1579,-nan(ind)
1580,-nan(ind)
1581,-nan(ind)
1582,-nan(ind)
1583,-nan(ind)
1584,-nan(ind)
1585,-nan(ind)
1586,-nan(ind)
1587,-nan(ind)
1588,-nan(ind)
1589,-nan(ind)
1590,-nan(ind)
1591,-nan(ind)
1592,-nan(ind)
1593,-nan(ind)
1594,-nan(ind)
1595,-nan(ind)
1596,-nan(ind)
1597,-nan(ind)
1598,-nan(ind)
1599,-nan(ind)
1600,-nan(ind)
1601,-nan(ind)
1602,-nan(ind)
1603,-nan(ind)
1604,-nan(ind)
1605,-nan(ind)
1606,-nan(ind)
1607,-nan(ind)
1608,-nan(ind)
1609,-nan(ind)
1610,-nan(ind)
1611,-nan(ind)
1612,-nan(ind)
1613,-nan(ind)
1614,-nan(ind)
1615,-nan(ind)
1616,-nan(ind)
1617,-nan(ind)
1618,-nan(ind)
1619,-nan(ind)
1620,-nan(ind)
1621,-nan(ind)
1622,-nan(ind)
1623,-nan(ind)
1624,-nan(ind)
1625,-nan(ind)
1626,-nan(ind)
1627,-nan(ind)
1628,-nan(ind)
1629,-nan(ind)
1630,-nan(ind)
1631,-nan(ind)
1632,-nan(ind)
1633,-nan(ind)
1634,-nan(ind)
1635,-nan(ind)
1636,-nan(ind)
1637,-nan(ind)
1638,-nan(ind)
1639,-nan(ind)
1640,-nan(ind)
1641,-nan(ind)
1642,-nan(ind)
1643,-nan(ind)
1644,-nan(ind)
1645,-nan(ind)
1646,-nan(ind)
1647,-nan(ind)
1648,-nan(ind)
1649,-nan(ind)
1650,-nan(ind)
1651,-nan(ind)
1652,-nan(ind)
1653,-nan(ind)
1654,-nan(ind)
1655,-nan(ind)
1656,-nan(ind)
1657,-nan(ind)
1658,-nan(ind)
1659,-nan(ind)
1660,-nan(ind)
1661,-nan(ind)
1662,-nan(ind)
1663,-nan(ind)
1664,-nan(ind)
1665,-nan(ind)
1666,-nan(ind)
1667,-nan(ind)
1668,-nan(ind)
1669,-nan(ind)
1670,-nan(ind)
1671,-nan(ind)
1672,-nan(ind)
1673,-nan(ind)
1674,-nan(ind)
1675,-nan(ind)
1676,-nan(ind)
1677,-nan(ind)
1678,-nan(ind)
1679,-nan(ind)
1680,-nan(ind)
1681,-nan(ind)
1682,-nan(ind)
1683,-nan(ind)
1684,-nan(ind)
1685,-nan(ind)
1686,-nan(ind)
1687,-nan(ind)
1688,-nan(ind)
1689,-nan(ind)
1690,-nan(ind)
1691,-nan(ind)
1692,-nan(ind)
1693,-nan(ind)
1694,-nan(ind)
1695,-nan(ind)
1696,-nan(ind)
1697,-nan(ind)
1698,-nan(ind)
1699,-nan(ind)
1700,-nan(ind)
1701,-nan(ind)
1702,-nan(ind)
1703,-nan(ind)
1704,-nan(ind)
1705,-nan(ind)
1706,-nan(ind)
1707,-nan(ind)
1708,-nan(ind)
1709,-nan(ind)
1710,-nan(ind)
1711,-nan(ind)
1712,-nan(ind)
1713,-nan(ind)
1714,-nan(ind)
1715,-nan(ind)
1716,-nan(ind)
1717,-nan(ind)
1718,-nan(ind)
1719,-nan(ind)
1720,-nan(ind)
1721,-nan(ind)
1722,-nan(ind)
1723,-nan(ind)
1724,-nan(ind)
1725,-nan(ind)
1726,-nan(ind)
1727,-nan(ind)
1728,-nan(ind)
1729,-nan(ind)
1730,-nan(ind)
1731,-nan(ind)
1732,-nan(ind)
1733,-nan(ind)
1734,-nan(ind)
1735,-nan(ind)
1736,-nan(ind)
1737,-nan(ind)
1738,-nan(ind)
1739,-nan(ind)
1740,-nan(ind)
1741,-nan(ind)
1742,-nan(ind)
1743,-nan(ind)
1744,-nan(ind)
1745,-nan(ind)
1746,-nan(ind)
1747,-nan(ind)
1748,-nan(ind)
1749,-nan(ind)
1750,-nan(ind)
1751,-nan(ind)
1752,-nan(ind)
1753,-nan(ind)
1754,-nan(ind)
1755,-nan(ind)
1756,-nan(ind)
1757,-nan(ind)
1758,-nan(ind)
1759,-nan(ind)
1760,-nan(ind)
1761,-nan(ind)
1762,-nan(ind)
1763,-nan(ind)
1764,-nan(ind)
1765,-nan(ind)
1766,-nan(ind)
1767,-nan(ind)
1768,-nan(ind)
1769,-nan(ind)
1770,-nan(ind)
1771,-nan(ind)
1772,-nan(ind)
1773,-nan(ind)
1774,-nan(ind)
1775,-nan(ind)
1776,-nan(ind)
1777,-nan(ind)
1778,-nan(ind)
1779,-nan(ind)
1780,-nan(ind)
1781,-nan(ind)
1782,-nan(ind)
1783,-nan(ind)
1784,-nan(ind)
1785,-nan(ind)
1786,-nan(ind)
1787,-nan(ind)
1788,-nan(ind)
1789,-nan(ind)
1790,-nan(ind)
1791,-nan(ind)
1792,-nan(ind)
1793,-nan(ind)
1794,-nan(ind)
1795,-nan(ind)
1796,-nan(ind)
1797,-nan(ind)
1798,-nan(ind)
1799,-nan(ind)
1800,-nan(ind)
1801,-nan(ind)
1802,-nan(ind)
1803,-nan(ind)
1804,-nan(ind)
1805,-nan(ind)
1806,-nan(ind)
1807,-nan(ind)
1808,-nan(ind)
1809,-nan(ind)
1810,-nan(ind)
1811,-nan(ind)
1812,-nan(ind)
1813,-nan(ind)
1814,-nan(ind)
1815,-nan(ind)
1816,-nan(ind)
1817,-nan(ind)
1818,-nan(ind)
1819,-nan(ind)
1820,-nan(ind)
1821,-nan(ind)
1822,-nan(ind)
1823,-nan(ind)
1824,-nan(ind)
1825,-nan(ind)
1826,-nan(ind)
1827,-nan(ind)
1828,-nan(ind)
1829,-nan(ind)
1830,-nan(ind)
1831,-nan(ind)
1832,-nan(ind)
1833,-nan(ind)
1834,-nan(ind)
1835,-nan(ind)
1836,-nan(ind)
1837,-nan(ind)
1838,-nan(ind)
1839,-nan(ind)
1840,-nan(ind)
1841,-nan(ind)
1842,-nan(ind)
1843,-nan(ind)
1844,-nan(ind)
1845,-nan(ind)
1846,-nan(ind)
1847,-nan(ind)
1848,-nan(ind)
1849,-nan(ind)
1850,-nan(ind)
1851,-nan(ind)
1852,-nan(ind)
1853,-nan(ind)
1854,-nan(ind)
1855,-nan(ind)
1856,-nan(ind)
1857,-nan(ind)
1858,-nan(ind)
1859,-nan(ind)
1860,-nan(ind)
1861,-nan(ind)
1862,-nan(ind)
1863,-nan(ind)
1864,-nan(ind)
1865,-nan(ind)
1866,-nan(ind)
1867,-nan(ind)
1868,-nan(ind)
1869,-nan(ind)
1870,-nan(ind)
1871,-nan(ind)
1872,-nan(ind)
1873,-nan(ind)
1874,-nan(ind)
1875,-nan(ind)
1876,-nan(ind)
1877,-nan(ind)
1878,-nan(ind)
1879,-nan(ind)
1880,-nan(ind)
1881,-nan(ind)
1882,-nan(ind)
1883,-nan(ind)
1884,-nan(ind)
1885,-nan(ind)
1886,-nan(ind)
1887,-nan(ind)
1888,-nan(ind)
1889,-nan(ind)
1890,-nan(ind)
1891,-nan(ind)
1892,-nan(ind)
1893,-nan(ind)
1894,-nan(ind)
1895,-nan(ind)
1896,-nan(ind)
1897,-nan(ind)
1898,-nan(ind)
1899,-nan(ind)
1900,-nan(ind)
1901,-nan(ind)
1902,-nan(ind)
1903,-nan(ind)
1904,-nan(ind)
1905,-nan(ind)
1906,-nan(ind)
1907,-nan(ind)
1908,-nan(ind)
1909,-nan(ind)
1910,-nan(ind)
1911,-nan(ind)
1912,-nan(ind)
1913,-nan(ind)
1914,-nan(ind)
1915,-nan(ind)
1916,-nan(ind)
1917,-nan(ind)
1918,-nan(ind)
1919,-nan(ind)
1920,-nan(ind)
1921,-nan(ind)
1922,-nan(ind)
1923,-nan(ind)
1924,-nan(ind)
1925,-nan(ind)
1926,-nan(ind)
1927,-nan(ind)
1928,-nan(ind)
1929,-nan(ind)
1930,-nan(ind)
1931,-nan(ind)
1932,-nan(ind)
1933,-nan(ind)
1934,-nan(ind)
1935,-nan(ind)
1936,-nan(ind)
1937,-nan(ind)
1938,-nan(ind)
1939,-nan(ind)
1940,-nan(ind)
1941,-nan(ind)
1942,-nan(ind)
1943,-nan(ind)
1944,-nan(ind)
1945,-nan(ind)
1946,-nan(ind)
1947,-nan(ind)
1948,-nan(ind)
1949,-nan(ind)
1950,-nan(ind)
1951,-nan(ind)
1952,-nan(ind)
1953,-nan(ind)
1954,-nan(ind)
1955,-nan(ind)
1956,-nan(ind)
1957,-nan(ind)
1958,-nan(ind)
1959,-nan(ind)
1960,-nan(ind)
1961,-nan(ind)
1962,-nan(ind)
1963,-nan(ind)
1964,-nan(ind)
1965,-nan(ind)
1966,-nan(ind)
1967,-nan(ind)
1968,-nan(ind)
1969,-nan(ind)
1970,-nan(ind)
1971,-nan(ind)
1972,-nan(ind)
1973,-nan(ind)
1974,-nan(ind)
1975,-nan(ind)
1976,-nan(ind)
1977,-nan(ind)
1978,-nan(ind)
1979,-nan(ind)
1980,-nan(ind)
1981,-nan(ind)
1982,-nan(ind)
1983,-nan(ind)
1984,-nan(ind)
1985,-nan(ind)
1986,-nan(ind)
1987,-nan(ind)
1988,-nan(ind)
1989,-nan(ind)
1990,-nan(ind)
1991,-nan(ind)
1992,-nan(ind)
1993,-nan(ind)
1994,-nan(ind)
1995,-nan(ind)
1996,-nan(ind)
1997,-nan(ind)
1998,-nan(ind)
1999,-nan(ind)
2000,-nan(ind)
